zone,year,month,soil_moisture_m3m3
North Central,2000,1,0.11319382051282051
North Central,2000,2,0.10139883908045978
North Central,2000,3,0.12578065094339622
North Central,2000,4,0.1803172962962963
North Central,2000,5,0.23238893243243244
North Central,2000,6,0.2818996180555555
North Central,2000,7,0.28168455882352944
North Central,2000,8,0.2936104705882353
North Central,2000,9,0.29006971666666664
North Central,2000,10,0.2704053596491228
North Central,2000,11,0.18221128099173553
North Central,2000,12,0.13482357037037038
North Central,2001,1,0.10842674561403509
North Central,2001,2,0.08654870491803279
North Central,2001,3,0.13016702127659574
North Central,2001,4,0.207347008
North Central,2001,5,0.2337299714285714
North Central,2001,6,0.2758445619047619
North Central,2001,7,0.2797123985507246
North Central,2001,8,0.2914461923076923
North Central,2001,9,0.29537407258064513
North Central,2001,10,0.26931113978494625
North Central,2001,11,0.17037743137254902
North Central,2001,12,0.13999985074626864
North Central,2002,1,0.1007891551724138
North Central,2002,2,0.09698662025316455
North Central,2002,3,0.1370729528301887
North Central,2002,4,0.20071335172413793
North Central,2002,5,0.22751660135135135
North Central,2002,6,0.2666272960526316
North Central,2002,7,0.2892786666666667
North Central,2002,8,0.2955172897727273
North Central,2002,9,0.2931553846153846
North Central,2002,10,0.28156970621468924
North Central,2002,11,0.20122096226415095
North Central,2002,12,0.14458116759776538
North Central,2003,1,0.11810379761904762
North Central,2003,2,0.11126280575539568
North Central,2003,3,0.12139484615384614
North Central,2003,4,0.19564631176470587
North Central,2003,5,0.21537510119047618
North Central,2003,6,0.28902843373493975
North Central,2003,7,0.28798757894736843
North Central,2003,8,0.2920468203592814
North Central,2003,9,0.2948696125
North Central,2003,10,0.2737346474358974
North Central,2003,11,0.197276648
North Central,2003,12,0.14137540490797548
North Central,2004,1,0.11402410909090908
North Central,2004,2,0.10692623728813559
North Central,2004,3,0.1339076796875
North Central,2004,4,0.19095714906832298
North Central,2004,5,0.2536276373626374
North Central,2004,6,0.2798320365853659
North Central,2004,7,0.28789917647058827
North Central,2004,8,0.29262985365853655
North Central,2004,9,0.28916056024096387
North Central,2004,10,0.2559784468085107
North Central,2004,11,0.18137454545454545
North Central,2004,12,0.14424744378698226
North Central,2005,1,0.11666143529411764
North Central,2005,2,0.10769194029850745
North Central,2005,3,0.13093312499999998
North Central,2005,4,0.18802513605442175
North Central,2005,5,0.2457891739130435
North Central,2005,6,0.2803122705882353
North Central,2005,7,0.28835581645569625
North Central,2005,8,0.2865829872611465
North Central,2005,9,0.29072685
North Central,2005,10,0.2589682684563758
North Central,2005,11,0.1768045
North Central,2005,12,0.13191556441717792
North Central,2006,1,0.11658468674698795
North Central,2006,2,0.11513023880597015
North Central,2006,3,0.1442203904109589
North Central,2006,4,0.17131953691275167
North Central,2006,5,0.2718031494252874
North Central,2006,6,0.27356598214285716
North Central,2006,7,0.2868593216374269
North Central,2006,8,0.29689629411764706
North Central,2006,9,0.29600484049079756
North Central,2006,10,0.2839044695121951
North Central,2006,11,0.1894318142857143
North Central,2006,12,0.13793867647058825
North Central,2007,1,0.10523095774647886
North Central,2007,2,0.106658
North Central,2007,3,0.14567501714285713
North Central,2007,4,0.19448489898989899
North Central,2007,5,0.2636553860465116
North Central,2007,6,0.2838077198067633
North Central,2007,7,0.2843933990610329
North Central,2007,8,0.3044184112149533
North Central,2007,9,0.30473009045226135
North Central,2007,10,0.2852546854460094
North Central,2007,11,0.2112293913043478
North Central,2007,12,0.1497707741935484
North Central,2008,1,0.12151162264150943
North Central,2008,2,0.10862184065934066
North Central,2008,3,0.13364678350515463
North Central,2008,4,0.19958715384615383
North Central,2008,5,0.2514346820276498
North Central,2008,6,0.27855512857142856
North Central,2008,7,0.2895373101851852
North Central,2008,8,0.30154057476635515
North Central,2008,9,0.3003070480769231
North Central,2008,10,0.2727752046511628
North Central,2008,11,0.16854699047619048
North Central,2008,12,0.1349186267281106
North Central,2009,1,0.11200961574074074
North Central,2009,2,0.11589973714285715
North Central,2009,3,0.13899896703296705
North Central,2009,4,0.22109560194174757
North Central,2009,5,0.2581299534883721
North Central,2009,6,0.278571431372549
North Central,2009,7,0.29212694811320755
North Central,2009,8,0.29621359722222224
North Central,2009,9,0.2999763894230769
North Central,2009,10,0.2976824575471698
North Central,2009,11,0.2245645931372549
North Central,2009,12,0.15376571028037384
North Central,2010,1,0.11634609389671362
North Central,2010,2,0.11613394011976048
North Central,2010,3,0.13962128350515463
North Central,2010,4,0.17869660591133005
North Central,2010,5,0.2481290604651163
North Central,2010,6,0.2751055023923445
North Central,2010,7,0.2929970462962963
North Central,2010,8,0.30188260747663553
North Central,2010,9,0.30440975000000003
North Central,2010,10,0.29238070560747664
North Central,2010,11,0.2219531923076923
North Central,2010,12,0.15110974193548385
North Central,2011,1,0.12298712037037038
North Central,2011,2,0.1335029417989418
North Central,2011,3,0.13723252475247524
North Central,2011,4,0.18748599516908213
North Central,2011,5,0.25451653953488373
North Central,2011,6,0.2796260765550239
North Central,2011,7,0.28191462500000003
North Central,2011,8,0.2977748801843318
North Central,2011,9,0.29914589523809526
North Central,2011,10,0.2889040601851852
North Central,2011,11,0.19372328985507245
North Central,2011,12,0.1373867004608295
North Central,2012,1,0.11008169626168225
North Central,2012,2,0.12311594117647058
North Central,2012,3,0.13541528723404256
North Central,2012,4,0.19961004285714287
North Central,2012,5,0.2594377638888889
North Central,2012,6,0.28538501442307695
North Central,2012,7,0.2949339032258065
North Central,2012,8,0.30034796313364054
North Central,2012,9,0.30266484134615385
North Central,2012,10,0.288949625
North Central,2012,11,0.20995409047619049
North Central,2012,12,0.14720535023041476
North Central,2013,1,0.121252133640553
North Central,2013,2,0.12265322162162162
North Central,2013,3,0.14263801408450705
North Central,2013,4,0.2171433523809524
North Central,2013,5,0.2584525441860465
North Central,2013,6,0.276498922705314
North Central,2013,7,0.2914089444444445
North Central,2013,8,0.2859071527777778
North Central,2013,9,0.30141344285714283
North Central,2013,10,0.27665542396313364
North Central,2013,11,0.18793034285714286
North Central,2013,12,0.14678065437788018
North Central,2014,1,0.1239797465437788
North Central,2014,2,0.12094044632768362
North Central,2014,3,0.15107773488372092
North Central,2014,4,0.21665848557692308
North Central,2014,5,0.2647341296296296
North Central,2014,6,0.28098352403846155
North Central,2014,7,0.2880229488372093
North Central,2014,8,0.29870956279069766
North Central,2014,9,0.3024213623188406
North Central,2014,10,0.28863793548387096
North Central,2014,11,0.2134193523809524
North Central,2014,12,0.1564679400921659
North Central,2015,1,0.12402119907407406
North Central,2015,2,0.13264326178010472
North Central,2015,3,0.15577995215311005
North Central,2015,4,0.17623595714285714
North Central,2015,5,0.2307623564814815
North Central,2015,6,0.2621033317307692
North Central,2015,7,0.2803919262672811
North Central,2015,8,0.2966155324074074
North Central,2015,9,0.30485947619047615
North Central,2015,10,0.28152397222222225
North Central,2015,11,0.20005883333333332
North Central,2015,12,0.1459130737327189
North Central,2016,1,0.11907062211981567
North Central,2016,2,0.114823515625
North Central,2016,3,0.17654277777777777
North Central,2016,4,0.20992062857142857
North Central,2016,5,0.25320552558139536
North Central,2016,6,0.28101952631578947
North Central,2016,7,0.29203928095238096
North Central,2016,8,0.3011227037037037
North Central,2016,9,0.30331215714285714
North Central,2016,10,0.27733333640552993
North Central,2016,11,0.19205780952380955
North Central,2016,12,0.141709465437788
North Central,2017,1,0.11914190783410139
North Central,2017,2,0.10580176536312849
North Central,2017,3,0.12486229319371728
North Central,2017,4,0.18159838349514562
North Central,2017,5,0.24955967906976742
North Central,2017,6,0.27931562439024393
North Central,2017,7,0.28216868372093024
North Central,2017,8,0.3011007441860465
North Central,2017,9,0.29987464114832535
North Central,2017,10,0.2604457880184332
North Central,2017,11,0.17509514761904763
North Central,2017,12,0.1338434147465438
North Central,2018,1,0.10661788425925926
North Central,2018,2,0.12332184126984128
North Central,2018,3,0.14254911320754718
North Central,2018,4,0.18706652153110045
North Central,2018,5,0.2554471549295775
North Central,2018,6,0.27867585645933013
North Central,2018,7,0.2901859537037037
North Central,2018,8,0.30160278240740745
North Central,2018,9,0.30415725837320573
North Central,2018,10,0.2870313564814815
North Central,2018,11,0.21190621904761905
North Central,2018,12,0.1492254814814815
North Central,2019,1,0.12427622119815668
North Central,2019,2,0.12579663541666666
North Central,2019,3,0.14726106976744185
North Central,2019,4,0.19224540952380953
North Central,2019,5,0.2482064716981132
North Central,2019,6,0.28324723333333335
North Central,2019,7,0.28871726267281106
North Central,2019,8,0.2994948525345622
North Central,2019,9,0.30283449047619043
North Central,2019,10,0.3078677050691244
North Central,2019,11,0.2356871238095238
North Central,2019,12,0.16292255092592592
North Central,2020,1,0.1306893133640553
North Central,2020,2,0.11119505670103093
North Central,2020,3,0.13623004390243904
North Central,2020,4,0.18625531100478468
North Central,2020,5,0.2445393594470046
North Central,2020,6,0.2797421913875598
North Central,2020,7,0.28943761751152075
North Central,2020,8,0.28392666666666666
North Central,2020,9,0.3052047238095238
North Central,2020,10,0.2812483732718894
North Central,2020,11,0.17875469523809523
North Central,2020,12,0.13339257603686636
North Central,2021,1,0.11041645161290323
North Central,2021,2,0.10536731034482759
North Central,2021,3,0.14129238578680203
North Central,2021,4,0.173988
North Central,2021,5,0.23520334101382487
North Central,2021,6,0.2745721857142857
North Central,2021,7,0.282168668202765
North Central,2021,8,0.3028545207373272
North Central,2021,9,0.2984574688995215
North Central,2021,10,0.27999726267281105
North Central,2021,11,0.2131143253588517
North Central,2021,12,0.15091631797235022
North Central,2022,1,0.12151088479262673
North Central,2022,2,0.1072821340782123
North Central,2022,3,0.1315135369458128
North Central,2022,4,0.20464655980861243
North Central,2022,5,0.25160184186046514
North Central,2022,6,0.28010693779904305
North Central,2022,7,0.28361661574074076
North Central,2022,8,0.30298122580645165
North Central,2022,9,0.3097190285714286
North Central,2022,10,0.28455622119815666
North Central,2022,11,0.1840855238095238
North Central,2022,12,0.13261407834101382
North Central,2023,1,0.11245013824884792
North Central,2023,2,0.10573783240223462
North Central,2023,3,0.15242793396226417
North Central,2023,4,0.18610372857142857
North Central,2023,5,0.24686688940092166
North Central,2023,6,0.2877652296650718
North Central,2023,7,0.2852076912442396
North Central,2023,8,0.299211668202765
North Central,2023,9,0.3015654380952381
North Central,2023,10,0.2842784792626728
North Central,2023,11,0.2273024142857143
North Central,2023,12,0.16720082488479263
North East,2000,1,0.06670625599999999
North East,2000,2,0.056814741573033706
North East,2000,3,0.07011914606741573
North East,2000,4,0.127742528
North East,2000,5,0.153172171875
North East,2000,6,0.20111662676056338
North East,2000,7,0.2230423046357616
North East,2000,8,0.24122928965517243
North East,2000,9,0.23203404511278194
North East,2000,10,0.19313155405405405
North East,2000,11,0.11767233576642337
North East,2000,12,0.08801448091603054
North East,2001,1,0.06821400769230769
North East,2001,2,0.061308851351351355
North East,2001,3,0.059547575
North East,2001,4,0.11700478991596638
North East,2001,5,0.16802
North East,2001,6,0.2028107966101695
North East,2001,7,0.22385212676056337
North East,2001,8,0.24148305755395683
North East,2001,9,0.2382710802919708
North East,2001,10,0.18955836690647482
North East,2001,11,0.1205943381294964
North East,2001,12,0.08737655782312925
North East,2002,1,0.06514908333333333
North East,2002,2,0.060036237113402065
North East,2002,3,0.057571735294117646
North East,2002,4,0.11684278125
North East,2002,5,0.13846045774647886
North East,2002,6,0.1832452049689441
North East,2002,7,0.22186090476190476
North East,2002,8,0.23584322857142856
North East,2002,9,0.2363713782051282
North East,2002,10,0.20253749714285715
North East,2002,11,0.12338521250000001
North East,2002,12,0.0872479649122807
North East,2003,1,0.06998544578313254
North East,2003,2,0.059177870967741936
North East,2003,3,0.056281537878787875
North East,2003,4,0.10957883660130718
North East,2003,5,0.13423243137254903
North East,2003,6,0.21732555757575756
North East,2003,7,0.22899277058823528
North East,2003,8,0.2363818143712575
North East,2003,9,0.2349094840764331
North East,2003,10,0.1893282024539877
North East,2003,11,0.1191378834355828
North East,2003,12,0.09092422222222221
North East,2004,1,0.07041597590361445
North East,2004,2,0.058077703999999994
North East,2004,3,0.060551074626865674
North East,2004,4,0.11613188888888888
North East,2004,5,0.170892893081761
North East,2004,6,0.20030489820359282
North East,2004,7,0.22537481437125748
North East,2004,8,0.2361642727272727
North East,2004,9,0.21818858895705523
North East,2004,10,0.16798547023809524
North East,2004,11,0.1048618846153846
North East,2004,12,0.08397226993865031
North East,2005,1,0.06639831515151515
North East,2005,2,0.05644552419354839
North East,2005,3,0.0516345
North East,2005,4,0.08804096376811595
North East,2005,5,0.16182169642857142
North East,2005,6,0.20667824074074076
North East,2005,7,0.22774886826347307
North East,2005,8,0.24250364197530863
North East,2005,9,0.22896430379746838
North East,2005,10,0.19360313333333334
North East,2005,11,0.12453249350649352
North East,2005,12,0.08585456172839506
North East,2006,1,0.06632248466257669
North East,2006,2,0.059343107438016525
North East,2006,3,0.06261653153153153
North East,2006,4,0.08201280172413793
North East,2006,5,0.1722890479041916
North East,2006,6,0.19955193670886076
North East,2006,7,0.22015494642857142
North East,2006,8,0.23459628402366864
North East,2006,9,0.23211614649681528
North East,2006,10,0.19933555688622753
North East,2006,11,0.11857786249999999
North East,2006,12,0.09221222543352602
North East,2007,1,0.0703924347826087
North East,2007,2,0.059882257142857144
North East,2007,3,0.058869000000000005
North East,2007,4,0.10536223566878981
North East,2007,5,0.1640236847826087
North East,2007,6,0.20340584482758622
North East,2007,7,0.22832225806451611
North East,2007,8,0.25287602150537636
North East,2007,9,0.23783232386363637
North East,2007,10,0.18067934408602151
North East,2007,11,0.11338451111111111
North East,2007,12,0.08274762499999999
North East,2008,1,0.07029337158469946
North East,2008,2,0.06211251923076923
North East,2008,3,0.06164426086956522
North East,2008,4,0.10870576
North East,2008,5,0.16486954444444446
North East,2008,6,0.19682942937853107
North East,2008,7,0.22728772972972974
North East,2008,8,0.24670699462365592
North East,2008,9,0.2376021061452514
North East,2008,10,0.185681375
North East,2008,11,0.10324502222222222
North East,2008,12,0.08054735675675675
North East,2009,1,0.0639506129032258
North East,2009,2,0.0589685205479452
North East,2009,3,0.05607284353741497
North East,2009,4,0.11836060625
North East,2009,5,0.17350899447513812
North East,2009,6,0.19482222346368716
North East,2009,7,0.21753840322580645
North East,2009,8,0.23912
North East,2009,9,0.23258497777777778
North East,2009,10,0.2000498870967742
North East,2009,11,0.13697063636363638
North East,2009,12,0.0920673867403315
North East,2010,1,0.06908563934426229
North East,2010,2,0.058920051094890506
North East,2010,3,0.066060675
North East,2010,4,0.09243893827160495
North East,2010,5,0.1558216685082873
North East,2010,6,0.20458841242937856
North East,2010,7,0.23108231868131868
North East,2010,8,0.23903446774193549
North East,2010,9,0.24265232960893854
North East,2010,10,0.2095126989247312
North East,2010,11,0.13399264406779662
North East,2010,12,0.08991476630434782
North East,2011,1,0.07660084864864865
North East,2011,2,0.066372725
North East,2011,3,0.06261364971751412
North East,2011,4,0.09446406547619048
North East,2011,5,0.15590613978494625
North East,2011,6,0.19164392777777778
North East,2011,7,0.21804105945945945
North East,2011,8,0.2380786304347826
North East,2011,9,0.23422590555555556
North East,2011,10,0.191008989010989
North East,2011,11,0.11586789830508473
North East,2011,12,0.08391521505376344
North East,2012,1,0.06622544623655914
North East,2012,2,0.06075565269461077
North East,2012,3,0.060094205882352945
North East,2012,4,0.10751819298245614
North East,2012,5,0.16186660655737706
North East,2012,6,0.2070279497206704
North East,2012,7,0.2367581945945946
North East,2012,8,0.25012104864864865
North East,2012,9,0.24618357222222223
North East,2012,10,0.20020085483870967
North East,2012,11,0.12939433888888888
North East,2012,12,0.08850539247311827
North East,2013,1,0.07225708602150538
North East,2013,2,0.06473574404761905
North East,2013,3,0.06897889473684211
North East,2013,4,0.10987433918128656
North East,2013,5,0.1524043043478261
North East,2013,6,0.19005008426966294
North East,2013,7,0.22520597837837839
North East,2013,8,0.2446596358695652
North East,2013,9,0.23482893258426968
North East,2013,10,0.19029833333333335
North East,2013,11,0.11368614444444444
North East,2013,12,0.08182759677419355
North East,2014,1,0.06744104838709677
North East,2014,2,0.06291954166666666
North East,2014,3,0.07264711475409837
North East,2014,4,0.11849074860335196
North East,2014,5,0.17355304347826087
North East,2014,6,0.19577080555555557
North East,2014,7,0.22219095108695655
North East,2014,8,0.24280724864864867
North East,2014,9,0.23545701666666669
North East,2014,10,0.1993800864864865
North East,2014,11,0.12064478333333334
North East,2014,12,0.08738104838709677
North East,2015,1,0.07145360752688172
North East,2015,2,0.06154007142857143
North East,2015,3,0.07237734444444445
North East,2015,4,0.08893295555555555
North East,2015,5,0.13383220430107529
North East,2015,6,0.18582025555555554
North East,2015,7,0.21715292432432431
North East,2015,8,0.2390739783783784
North East,2015,9,0.2415452055555556
North East,2015,10,0.18889532258064515
North East,2015,11,0.11843968333333334
North East,2015,12,0.0881751505376344
North East,2016,1,0.06805854838709677
North East,2016,2,0.06290380459770115
North East,2016,3,0.08069868306010929
North East,2016,4,0.10188762921348316
North East,2016,5,0.16456765217391303
North East,2016,6,0.202589530726257
North East,2016,7,0.2275885593220339
North East,2016,8,0.2406308010752688
North East,2016,9,0.2351412122905028
North East,2016,10,0.17540703225806453
North East,2016,11,0.10465800555555556
North East,2016,12,0.07503429032258065
North East,2017,1,0.06628170810810811
North East,2017,2,0.06057992168674699
North East,2017,3,0.06273777966101696
North East,2017,4,0.10530495530726257
North East,2017,5,0.1630525376344086
North East,2017,6,0.2115479604519774
North East,2017,7,0.2254277374301676
North East,2017,8,0.24259014054054054
North East,2017,9,0.23115577222222222
North East,2017,10,0.16249659139784947
North East,2017,11,0.09816872777777777
North East,2017,12,0.07188513978494623
North East,2018,1,0.063408
North East,2018,2,0.06452533928571429
North East,2018,3,0.06567830769230769
North East,2018,4,0.10396128888888888
North East,2018,5,0.16858768279569894
North East,2018,6,0.19977625000000002
North East,2018,7,0.22435937016574586
North East,2018,8,0.24150796132596686
North East,2018,9,0.24050314525139666
North East,2018,10,0.192626623655914
North East,2018,11,0.12030174444444444
North East,2018,12,0.08635964516129033
North East,2019,1,0.06752017741935483
North East,2019,2,0.06475807738095238
North East,2019,3,0.06271251891891892
North East,2019,4,0.1030816888888889
North East,2019,5,0.15795416666666667
North East,2019,6,0.20940678651685393
North East,2019,7,0.22874465217391304
North East,2019,8,0.24498787431693989
North East,2019,9,0.2365486611111111
North East,2019,10,0.23439451630434782
North East,2019,11,0.15775627222222222
North East,2019,12,0.10510020967741936
North East,2020,1,0.07659249462365592
North East,2020,2,0.06771328070175438
North East,2020,3,0.07134826815642459
North East,2020,4,0.09454398882681564
North East,2020,5,0.15669779032258066
North East,2020,6,0.19997800000000002
North East,2020,7,0.23081253260869566
North East,2020,8,0.2391024247311828
North East,2020,9,0.2409216033519553
North East,2020,10,0.1956539247311828
North East,2020,11,0.11866178333333334
North East,2020,12,0.07985480107526882
North East,2021,1,0.0613283064516129
North East,2021,2,0.05796723780487805
North East,2021,3,0.06939458659217877
North East,2021,4,0.0831417570621469
North East,2021,5,0.13905186486486487
North East,2021,6,0.19294939444444445
North East,2021,7,0.22400048924731183
North East,2021,8,0.23995044623655915
North East,2021,9,0.2336946404494382
North East,2021,10,0.18101155913978492
North East,2021,11,0.11629366666666667
North East,2021,12,0.07961920430107527
North East,2022,1,0.06390478494623657
North East,2022,2,0.0574835487804878
North East,2022,3,0.05888861988304093
North East,2022,4,0.11346521666666667
North East,2022,5,0.14853639784946238
North East,2022,6,0.1937216011235955
